거래년도,품목분류,품목명,판매금액,수량,할인율,수익금액,거래월
2021,Fashion,T - Shirts,297600,2,0.02,189720,10월
2021,Fashion,Fossil Watch,190800,3,0.04,71880,10월
2021,Auto & Accessories,Car Media Players,168000,5,0.04,38400,10월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.01,172920,10월
2021,Fashion,Casula Shoes,146400,4,0.03,32880,10월
2021,Electronic,LCD,78000,5,0.01,15600,10월
2021,Electronic,LCD,78000,2,0.04,39000,10월
2021,Fashion,T - Shirts,297600,3,0.05,156960,10월
2021,Fashion,Titak watch,273600,1,0.03,169440,10월
2021,Fashion,Sneakers,74400,4,0.04,18600,10월
2021,Fashion,Titak watch,273600,1,0.02,172080,10월
2021,Fashion,Formal Shoes,255600,3,0.03,136560,10월
2021,Fashion,T - Shirts,297600,3,0.05,156960,10월
2021,Home & Furniture,Bed Sheets,253200,5,0.05,93960,10월
2021,Electronic,LED,230400,2,0.03,120600,10월
2021,Fashion,Formal Shoes,255600,2,0.03,144240,10월
2021,Fashion,Titak watch,273600,5,0.04,122880,10월
2021,Fashion,T - Shirts,297600,4,0.03,165840,10월
2021,Fashion,Suits,130800,4,0.02,24360,10월
2021,Fashion,Casula Shoes,146400,5,0.03,28440,10월
2021,Fashion,Formal Shoes,255600,1,0.01,157080,10월
2021,Auto & Accessories,Tyre,300000,5,0.05,129000,10월
2021,Fashion,T - Shirts,297600,5,0.05,127200,10월
2021,Fashion,Shirts,235200,2,0.04,120360,10월
2021,Electronic,Apple Laptop,300000,1,0.01,201000,10월
2021,Electronic,Mouse,133200,3,0.03,25200,10월
2021,Fashion,Casula Shoes,146400,1,0.01,48960,10월
2021,Electronic,Apple Laptop,300000,1,0.02,198000,10월
2021,Home & Furniture,Beds,93600,2,0.02,46800,10월
2021,Fashion,Fossil Watch,190800,5,0.03,66240,10월
2021,Fashion,Shirts,235200,2,0.04,120360,10월
2021,Electronic,Keyboard,39600,5,0.05,7920,10월
2021,Electronic,Iron,266400,2,0.04,149040,10월
2021,Auto & Accessories,Car Seat Covers,136800,1,0.02,38040,10월
2021,Home & Furniture,Dinner Crockery,159600,4,0.03,44400,10월
2021,Auto & Accessories,Bike Tyres,86400,3,0.04,28800,10월
2021,Auto & Accessories,Tyre,300000,5,0.02,174000,10월
2021,Home & Furniture,Towels,273600,2,0.05,150240,10월
2021,Fashion,T - Shirts,297600,1,0.03,192720,10월
2021,Fashion,Sneakers,74400,5,0.03,14880,10월
2021,Auto & Accessories,Car Media Players,168000,3,0.05,46800,10월
2021,Fashion,Formal Shoes,255600,1,0.03,151920,10월
2021,Fashion,Sneakers,74400,4,0.02,18600,10월
2021,Fashion,Sneakers,74400,1,0.03,74400,10월
2021,Auto & Accessories,Car & Bike Care,141600,1,0.04,39960,10월
2021,Fashion,T - Shirts,297600,5,0.05,127200,10월
2021,Auto & Accessories,Bike Tyres,86400,5,0.02,17280,10월
2021,Fashion,Suits,130800,4,0.01,29520,10월
2021,Home & Furniture,Shoe Rack,148800,5,0.01,45360,10월
2021,Home & Furniture,Sofas,80400,3,0.04,26760,10월
2021,Fashion,Fossil Watch,190800,2,0.05,75720,10월
2021,Fashion,Shirts,235200,3,0.02,125040,10월
2021,Fashion,Sports Wear,102000,1,0.01,5040,10월
2021,Fashion,Sneakers,74400,1,0.04,74400,10월
2021,Home & Furniture,Beds,93600,3,0.01,31200,10월
2021,Home & Furniture,Towels,273600,5,0.04,122880,10월
2021,Home & Furniture,Beds,93600,2,0.01,46800,10월
2021,Fashion,Jeans,261600,5,0.04,113280,10월
2021,Auto & Accessories,Bike Tyres,86400,4,0.02,21600,10월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.04,147960,10월
2021,Auto & Accessories,Car Body Covers,140400,4,0.01,38760,10월
2021,Home & Furniture,Shoe Rack,148800,2,0.03,43920,10월
2021,Home & Furniture,Towels,273600,3,0.02,161160,10월
2021,Fashion,Shirts,235200,2,0.01,134520,10월
2021,Fashion,T - Shirts,297600,4,0.05,142080,10월
2021,Auto & Accessories,Car Body Covers,140400,3,0.03,31800,10월
2021,Fashion,Titak watch,273600,1,0.05,163920,10월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,4,0.03,147960,10월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,4,0.03,147960,10월
2021,Fashion,Shirts,235200,5,0.02,115680,10월
2021,Fashion,T - Shirts,297600,1,0.04,189720,10월
2021,Home & Furniture,Sofas,80400,2,0.03,40200,10월
2021,Auto & Accessories,Car & Bike Care,141600,4,0.02,34320,10월
2021,Fashion,T - Shirts,297600,3,0.01,192720,10월
2021,Home & Furniture,Towels,273600,1,0.02,172080,10월
2021,Electronic,Keyboard,39600,4,0.01,9960,10월
2021,Fashion,Formal Shoes,255600,5,0.02,134040,10월
2021,Home & Furniture,Beds,93600,3,0.05,31200,10월
2021,Electronic,Apple Laptop,300000,1,0.05,189000,10월
2021,Electronic,Fans,178800,4,0.01,75600,10월
2021,Fashion,Shirts,235200,5,0.02,115680,10월
2021,Fashion,Suits,130800,1,0.03,30840,10월
2021,Fashion,Formal Shoes,255600,2,0.03,144240,10월
2021,Fashion,Suits,130800,1,0.04,29520,10월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,5,0.01,167400,10월
2021,Auto & Accessories,Car Speakers,253200,5,0.05,93960,10월
2021,Fashion,T - Shirts,297600,4,0.05,142080,10월
2021,Fashion,T - Shirts,297600,5,0.02,171840,10월
2021,Fashion,Sports Wear,102000,5,0.04,20400,10월
2021,Home & Furniture,Sofas,80400,2,0.01,40200,10월
2021,Auto & Accessories,Car & Bike Care,141600,5,0.05,10200,10월
2021,Fashion,Formal Shoes,255600,5,0.05,95760,10월
2021,Fashion,Shirts,235200,1,0.05,127440,10월
2021,Auto & Accessories,Car Mat,64800,3,0.03,21600,10월
2021,Fashion,Suits,130800,2,0.03,27000,10월
2021,Fashion,Jeans,261600,3,0.04,134160,10월
2021,Home & Furniture,Beds,93600,4,0.03,23400,10월
2021,Electronic,Samsung Mobile,264000,3,0.03,144240,10월
2021,Fashion,Fossil Watch,190800,5,0.05,47160,10월
2021,Fashion,Suits,130800,3,0.05,15240,10월
2021,Fashion,Fossil Watch,190800,3,0.05,66240,10월
2021,Electronic,Tablet,238800,4,0.01,133200,10월
2021,Fashion,Titak watch,273600,1,0.02,172080,10월
2021,Home & Furniture,Towels,273600,2,0.03,161160,10월
2021,Electronic,Fans,178800,3,0.01,77400,10월
2021,Home & Furniture,Sofa Covers,259200,5,0.04,111360,10월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,2,0.04,159000,10월
2021,Auto & Accessories,Car Body Covers,140400,4,0.01,38760,10월
2021,Fashion,T - Shirts,297600,5,0.04,142080,10월
2021,Electronic,Samsung Mobile,264000,4,0.02,146880,10월
2021,Auto & Accessories,Car Pillow & Neck Rest,277200,5,0.02,153480,10월
2021,Electronic,Mixer/Juicer,99600,1,0.02,1560,10월
2021,Auto & Accessories,Tyre,300000,3,0.01,195000,10월
2021,Fashion,Sports Wear,102000,4,0.03,25560,10월
2021,Auto & Accessories,Car Speakers,253200,2,0.03,141960,10월
2021,Fashion,T - Shirts,297600,2,0.03,183720,10월
2021,Auto & Accessories,Bike Tyres,86400,1,0.01,86400,10월
2021,Fashion,Sneakers,74400,5,0.01,14880,10월
2021,Auto & Accessories,Car & Bike Care,141600,3,0.05,24360,10월
2021,Fashion,Sneakers,74400,2,0.05,37200,10월
2021,Auto & Accessories,Car Body Covers,140400,4,0.05,16320,10월
2021,Fashion,Suits,130800,2,0.01,32160,10월
2021,Auto & Accessories,Car Seat Covers,136800,2,0.03,32640,10월
2021,Home & Furniture,Curtains,40800,1,0.02,40800,10월
2021,Home & Furniture,Sofas,80400,3,0.03,26760,10월
2021,Home & Furniture,Shoe Rack,148800,1,0.05,45360,10월
2021,Fashion,Suits,130800,4,0.04,13920,10월
2021,Fashion,Jeans,261600,5,0.05,100200,10월
2021,Fashion,Casula Shoes,146400,5,0.04,21120,10월
2021,Fashion,T - Shirts,297600,1,0.04,189720,10월
2021,Fashion,Sports Wear,102000,1,0.03,3000,10월
2021,Fashion,Casula Shoes,146400,1,0.04,44520,10월
2021,Fashion,Suits,130800,2,0.04,24360,10월
2021,Fashion,Formal Shoes,255600,2,0.05,134040,10월
2021,Fashion,T - Shirts,297600,3,0.03,174840,10월
2021,Fashion,Sneakers,74400,1,0.04,74400,10월
2021,Fashion,Titak watch,273600,1,0.02,172080,10월
2021,Fashion,T - Shirts,297600,3,0.03,174840,10월
2021,Fashion,Titak watch,273600,4,0.03,144720,10월
2021,Fashion,Running Shoes,268800,3,0.01,164760,10월
2021,Fashion,Titak watch,273600,1,0.01,174840,10월
2021,Fashion,Jeans,261600,4,0.02,144720,10월
2021,Fashion,T - Shirts,297600,4,0.04,153960,10월
2021,Fashion,Titak watch,273600,5,0.01,163920,10월
2021,Fashion,T - Shirts,297600,4,0.03,165840,10월
2021,Fashion,Running Shoes,268800,3,0.01,164760,10월
2021,Fashion,Suits,130800,3,0.01,30840,10월
2021,Fashion,Casula Shoes,146400,4,0.04,27000,10월
2021,Fashion,T - Shirts,297600,3,0.02,183720,10월
2021,Fashion,Titak watch,273600,2,0.05,150240,10월
2021,Fashion,Fossil Watch,190800,1,0.04,87120,10월
2021,Fashion,Shirts,235200,2,0.05,115680,10월
2021,Fashion,T - Shirts,297600,4,0.05,142080,10월
2021,Fashion,Suits,130800,1,0.03,30840,10월
2021,Fashion,Casula Shoes,146400,2,0.05,35760,10월
2021,Fashion,Titak watch,273600,3,0.05,136560,10월
2021,Fashion,T - Shirts,297600,3,0.01,192720,10월
2021,Fashion,Fossil Watch,190800,1,0.04,87120,10월
2021,Fashion,Fossil Watch,190800,1,0.02,90960,10월
2021,Fashion,Casula Shoes,146400,2,0.05,35760,10월
2021,Fashion,Formal Shoes,255600,2,0.02,149400,10월
2021,Fashion,T - Shirts,297600,3,0.01,192720,10월
2021,Fashion,Casula Shoes,146400,2,0.01,47520,10월
2021,Fashion,Titak watch,273600,1,0.04,166680,10월
2021,Fashion,Fossil Watch,190800,5,0.03,66240,10월
2021,Fashion,Sports Wear,102000,1,0.03,3000,10월
2021,Fashion,Jeans,261600,1,0.01,162960,10월
2021,Fashion,T - Shirts,297600,3,0.05,156960,10월
2021,Fashion,Casula Shoes,146400,2,0.05,35760,10월
2021,Fashion,T - Shirts,297600,2,0.02,189720,10월
2021,Fashion,Suits,130800,5,0.03,15240,10월
2021,Fashion,Titak watch,273600,4,0.04,133800,10월
2021,Fashion,Suits,130800,4,0.01,29520,10월
2021,Fashion,Running Shoes,268800,2,0.04,151320,10월
2021,Fashion,Titak watch,273600,3,0.01,169440,10월
2021,Fashion,Fossil Watch,190800,4,0.04,64320,10월
2021,Fashion,Casula Shoes,146400,5,0.05,13800,10월
2021,Fashion,Jeans,261600,5,0.03,126360,10월
2021,Fashion,Jeans,261600,4,0.01,155160,10월
2021,Fashion,Casula Shoes,146400,1,0.05,43080,10월
2021,Fashion,Shirts,235200,4,0.03,111000,10월
2021,Fashion,Running Shoes,268800,2,0.03,156720,10월
2021,Fashion,Suits,130800,4,0.04,13920,10월
2021,Fashion,Jeans,261600,2,0.03,149880,10월
2021,Fashion,Sneakers,74400,3,0.01,24840,10월
2021,Fashion,Sports Wear,102000,4,0.02,25560,10월
2021,Fashion,Suits,130800,5,0.04,8640,10월
2021,Fashion,Shirts,235200,4,0.01,129840,10월
2021,Fashion,Running Shoes,268800,3,0.02,156720,10월
2021,Fashion,Suits,130800,5,0.01,28320,10월
2021,Fashion,Titak watch,273600,5,0.05,109200,10월
2021,Fashion,Casula Shoes,146400,2,0.02,44520,10월
2021,Fashion,Jeans,261600,2,0.02,155160,10월
2021,Fashion,Fossil Watch,190800,3,0.05,66240,10월
2021,Fashion,Titak watch,273600,5,0.05,109200,10월
2021,Fashion,Formal Shoes,255600,1,0.05,146880,10월
2021,Fashion,T - Shirts,297600,2,0.03,183720,10월
2021,Fashion,Sports Wear,102000,3,0.04,33960,10월
2021,Fashion,Casula Shoes,146400,5,0.05,13800,10월
2021,Fashion,Sports Wear,102000,3,0.01,3000,10월
2021,Fashion,Running Shoes,268800,1,0.02,167400,10월
2021,Fashion,T - Shirts,297600,4,0.03,165840,10월
2021,Fashion,Shirts,235200,1,0.01,136800,10월
2021,Fashion,Sneakers,74400,5,0.03,14880,10월
2021,Fashion,Sports Wear,102000,4,0.05,25560,10월
2021,Fashion,Titak watch,273600,3,0.03,153000,10월
2021,Fashion,Jeans,261600,3,0.02,149880,10월
2021,Fashion,Jeans,261600,2,0.03,149880,10월
2021,Fashion,Casula Shoes,146400,1,0.01,48960,10월
2021,Fashion,Sports Wear,102000,3,0.04,33960,10월
2021,Fashion,Sports Wear,102000,5,0.03,20400,10월
2021,Fashion,Suits,130800,5,0.04,8640,10월
2021,Fashion,Running Shoes,268800,4,0.03,140520,10월
2021,Fashion,T - Shirts,297600,1,0.02,195600,10월
2021,Fashion,Titak watch,273600,1,0.04,166680,10월
2021,Fashion,Formal Shoes,255600,4,0.03,128880,10월
2021,Fashion,Casula Shoes,146400,3,0.05,28440,10월
2021,Fashion,Running Shoes,268800,2,0.02,162000,10월
2021,Fashion,Suits,130800,3,0.01,30840,10월
2021,Fashion,Casula Shoes,146400,4,0.02,38640,10월
2021,Fashion,Fossil Watch,190800,4,0.01,87120,10월
2021,Fashion,Casula Shoes,146400,3,0.04,32880,10월
2021,Fashion,T - Shirts,297600,2,0.01,195600,10월
2021,Fashion,Jeans,261600,3,0.02,149880,10월
2021,Fashion,Shirts,235200,5,0.01,127440,10월
2021,Fashion,Fossil Watch,190800,5,0.05,47160,10월
2021,Fashion,Running Shoes,268800,2,0.04,151320,10월
2021,Fashion,Fossil Watch,190800,5,0.01,85320,10월
2021,Fashion,Fossil Watch,190800,2,0.04,79560,10월
2021,Fashion,Running Shoes,268800,1,0.04,162000,10월
2021,Fashion,Running Shoes,268800,3,0.02,156720,10월
2021,Home & Furniture,Sofa Covers,259200,1,0.02,158040,10월
2021,Fashion,Running Shoes,268800,4,0.02,151320,10월
2021,Home & Furniture,Sofas,80400,5,0.03,16080,10월
2021,Home & Furniture,Dinner Crockery,159600,1,0.02,60360,10월
2021,Fashion,Shirts,235200,4,0.03,111000,10월
2021,Fashion,Suits,130800,4,0.04,13920,10월
2021,Home & Furniture,Sofa Covers,259200,3,0.03,139920,10월
2021,Fashion,Running Shoes,268800,4,0.04,129840,10월
2021,Fashion,Shirts,235200,3,0.04,111000,10월
2021,Fashion,T - Shirts,297600,3,0.03,174840,10월
2021,Fashion,Running Shoes,268800,4,0.05,119040,10월
2021,Fashion,Shirts,235200,3,0.02,125040,10월
2021,Fashion,Shirts,235200,1,0.03,132120,10월
2021,Fashion,Titak watch,273600,2,0.01,172080,10월
2021,Fashion,Titak watch,273600,3,0.05,136560,10월
2021,Fashion,Fossil Watch,190800,1,0.02,90960,10월
2021,Fashion,Running Shoes,268800,1,0.05,159360,10월
2021,Home & Furniture,Curtains,40800,3,0.01,13560,10월
2021,Fashion,Sports Wear,102000,5,0.01,960,10월
2021,Home & Furniture,Sofa Covers,259200,2,0.04,142440,10월
2021,Fashion,Shirts,235200,1,0.05,127440,10월
2021,Fashion,Sneakers,74400,2,0.05,37200,10월
2021,Home & Furniture,Dinner Crockery,159600,5,0.02,47640,10월
2021,Home & Furniture,Dinner Crockery,159600,3,0.01,58800,10월
2021,Home & Furniture,Shoe Rack,148800,5,0.02,37920,10월
2021,Home & Furniture,Dinner Crockery,159600,1,0.04,57240,10월
2021,Home & Furniture,Sofa Covers,259200,1,0.02,158040,10월
2021,Home & Furniture,Dinner Crockery,159600,3,0.03,49200,10월
2021,Home & Furniture,Dinner Crockery,159600,5,0.05,23760,10월
2021,Fashion,Shirts,235200,1,0.01,136800,10월
2021,Home & Furniture,Dinning Tables,142800,1,0.04,41040,10월
2021,Fashion,Sports Wear,102000,4,0.01,1920,10월
2021,Fashion,Shirts,235200,4,0.03,111000,10월
2021,Home & Furniture,Curtains,40800,5,0.03,8160,10월
2021,Home & Furniture,Dinner Crockery,159600,1,0.03,58800,10월
2021,Home & Furniture,Bed Sheets,253200,3,0.03,134400,10월
2021,Home & Furniture,Bed Sheets,253200,4,0.01,147120,10월
2021,Home & Furniture,Towels,273600,3,0.02,161160,10월
2021,Home & Furniture,Sofas,80400,1,0.03,80400,10월
2021,Fashion,Titak watch,273600,3,0.05,136560,10월
2021,Fashion,T - Shirts,297600,3,0.02,183720,10월
2021,Fashion,Shirts,235200,4,0.02,120360,10월
2021,Fashion,Jeans,261600,2,0.03,149880,10월
2021,Fashion,Casula Shoes,146400,5,0.04,21120,10월
2021,Fashion,Running Shoes,268800,3,0.05,132480,10월
2021,Home & Furniture,Curtains,40800,4,0.05,10200,10월
2021,Home & Furniture,Shoe Rack,148800,4,0.01,46800,10월
2021,Home & Furniture,Curtains,40800,1,0.05,40800,10월
2021,Home & Furniture,Dinner Crockery,159600,1,0.05,55680,10월
2021,Home & Furniture,Beds,93600,4,0.03,23400,10월
2021,Home & Furniture,Sofas,80400,1,0.01,80400,10월
2021,Fashion,Titak watch,273600,1,0.02,172080,10월
2021,Fashion,Shirts,235200,4,0.05,92160,10월
2021,Fashion,Titak watch,273600,3,0.04,144720,10월
2021,Fashion,Sneakers,74400,5,0.03,14880,10월
2021,Fashion,Shirts,235200,5,0.01,127440,10월
2021,Fashion,Casula Shoes,146400,2,0.03,41640,10월
2021,Fashion,Formal Shoes,255600,2,0.02,149400,10월
2021,Fashion,Sports Wear,102000,2,0.05,51000,10월
2021,Fashion,Jeans,261600,3,0.04,134160,10월
2021,Fashion,Titak watch,273600,2,0.05,150240,10월
2021,Fashion,Titak watch,273600,4,0.01,166680,10월
2021,Fashion,Sports Wear,102000,1,0.05,960,10월
2021,Fashion,Shirts,235200,4,0.03,111000,10월
2021,Fashion,Formal Shoes,255600,3,0.02,144240,10월
2021,Fashion,Sports Wear,102000,5,0.05,20400,10월
2021,Fashion,Formal Shoes,255600,5,0.01,146880,10월
2021,Fashion,Suits,130800,3,0.05,15240,10월
2021,Fashion,Jeans,261600,4,0.01,155160,10월
2021,Fashion,Fossil Watch,190800,2,0.04,79560,10월
2021,Fashion,Titak watch,273600,5,0.05,109200,10월
2021,Fashion,Sports Wear,102000,2,0.05,51000,10월
2021,Fashion,Fossil Watch,190800,1,0.03,89040,10월
2021,Fashion,Titak watch,273600,5,0.03,136560,10월
2021,Fashion,Sneakers,74400,4,0.05,18600,10월
2021,Fashion,Casula Shoes,146400,1,0.01,48960,10월
2021,Fashion,Shirts,235200,4,0.02,120360,10월
2021,Fashion,Formal Shoes,255600,3,0.04,128880,10월
2021,Fashion,Casula Shoes,146400,5,0.04,21120,10월
2021,Fashion,Shirts,235200,1,0.05,127440,10월
2021,Fashion,Formal Shoes,255600,1,0.01,157080,10월
2021,Fashion,Suits,130800,4,0.01,29520,10월
2021,Fashion,Suits,130800,5,0.02,21720,10월
2021,Fashion,Suits,130800,4,0.01,29520,10월
2021,Fashion,Titak watch,273600,3,0.01,169440,10월
2021,Fashion,T - Shirts,297600,1,0.04,189720,10월
2021,Fashion,Running Shoes,268800,3,0.03,148560,10월
2021,Fashion,Fossil Watch,190800,2,0.02,87120,10월
2021,Fashion,Running Shoes,268800,3,0.01,164760,10월
2021,Fashion,Shirts,235200,3,0.01,132120,10월
2021,Fashion,Fossil Watch,190800,5,0.04,56640,10월
2021,Fashion,Casula Shoes,146400,2,0.05,35760,10월
2021,Fashion,Jeans,261600,5,0.03,126360,10월
2021,Fashion,Sports Wear,102000,1,0.03,3000,10월
2021,Fashion,Running Shoes,268800,5,0.02,145920,10월
2021,Fashion,Sneakers,74400,4,0.05,18600,10월
2021,Fashion,Casula Shoes,146400,3,0.04,32880,10월
2021,Fashion,Titak watch,273600,4,0.04,133800,10월
2021,Fashion,T - Shirts,297600,1,0.04,189720,10월
2021,Fashion,Jeans,261600,5,0.01,152520,10월
2021,Fashion,Fossil Watch,190800,1,0.02,90960,10월
2021,Fashion,Titak watch,273600,3,0.04,144720,10월
2021,Fashion,Running Shoes,268800,2,0.02,162000,10월
2021,Fashion,Running Shoes,268800,2,0.03,156720,10월
2021,Fashion,Suits,130800,1,0.03,30840,10월
2021,Fashion,Sneakers,74400,3,0.03,24840,10월
2021,Fashion,Jeans,261600,2,0.05,139440,10월
2021,Fashion,Jeans,261600,2,0.04,144720,10월
2021,Fashion,Titak watch,273600,4,0.02,155760,10월
2021,Fashion,Casula Shoes,146400,5,0.02,35760,10월
2021,Fashion,Sneakers,74400,4,0.03,18600,10월
2021,Fashion,Sneakers,74400,4,0.03,18600,10월
2021,Fashion,Casula Shoes,146400,5,0.01,43080,10월
2021,Fashion,Titak watch,273600,1,0.01,174840,10월
2021,Fashion,Suits,130800,1,0.05,28320,10월
2021,Fashion,Casula Shoes,146400,3,0.03,37200,10월
2021,Fashion,Titak watch,273600,4,0.02,155760,10월
2021,Fashion,Sneakers,74400,2,0.05,37200,10월
2021,Fashion,Jeans,261600,4,0.04,123720,10월
2021,Fashion,Shirts,235200,3,0.01,132120,10월
2021,Fashion,Casula Shoes,146400,2,0.04,38640,10월
2021,Fashion,Sneakers,74400,3,0.03,24840,10월
2021,Fashion,Casula Shoes,146400,5,0.03,28440,10월
2021,Fashion,Jeans,261600,3,0.04,134160,10월
2021,Fashion,Sports Wear,102000,1,0.02,3960,10월
2021,Fashion,Fossil Watch,190800,5,0.03,66240,10월
2021,Fashion,Sports Wear,102000,5,0.04,20400,10월
2021,Fashion,T - Shirts,297600,3,0.02,183720,10월
2021,Fashion,Sports Wear,102000,5,0.05,20400,10월
2021,Fashion,Running Shoes,268800,5,0.01,159360,10월
2021,Fashion,Running Shoes,268800,2,0.01,167400,10월
2021,Fashion,Shirts,235200,3,0.03,118080,10월
2021,Fashion,Formal Shoes,255600,3,0.01,151920,10월
2021,Fashion,Fossil Watch,190800,2,0.02,87120,10월
2021,Fashion,Suits,130800,2,0.05,21720,10월
2021,Fashion,Casula Shoes,146400,3,0.04,32880,10월
2021,Fashion,Casula Shoes,146400,1,0.01,48960,10월
2021,Fashion,Jeans,261600,5,0.02,139440,10월
2021,Fashion,Sports Wear,102000,4,0.05,25560,10월
2021,Fashion,Titak watch,273600,5,0.02,150240,10월
2021,Fashion,Suits,130800,3,0.05,15240,10월
2021,Fashion,Formal Shoes,255600,1,0.05,146880,10월
2021,Fashion,Running Shoes,268800,5,0.04,119040,10월
2021,Fashion,Casula Shoes,146400,5,0.01,43080,10월
2021,Fashion,Titak watch,273600,1,0.05,163920,10월
2021,Fashion,Casula Shoes,146400,3,0.02,41640,10월
2021,Fashion,Suits,130800,5,0.03,15240,10월
2021,Fashion,Sports Wear,102000,5,0.05,20400,10월
2021,Fashion,Sneakers,74400,1,0.05,74400,10월
2021,Fashion,Sports Wear,102000,3,0.05,33960,10월
2021,Fashion,Sports Wear,102000,2,0.01,3960,10월
2021,Fashion,Sports Wear,102000,1,0.05,960,10월
2021,Fashion,Fossil Watch,190800,4,0.05,56640,10월
2021,Fashion,T - Shirts,297600,3,0.01,192720,10월
2021,Fashion,Shirts,235200,2,0.03,125040,10월
2021,Fashion,Jeans,261600,1,0.05,152520,10월
2021,Fashion,Running Shoes,268800,1,0.04,162000,10월
2021,Fashion,Shirts,235200,4,0.05,92160,10월
2021,Fashion,Suits,130800,3,0.02,27000,10월
2021,Fashion,T - Shirts,297600,2,0.01,195600,10월
2021,Fashion,Formal Shoes,255600,1,0.01,157080,10월
2021,Fashion,Casula Shoes,146400,3,0.05,28440,10월
2021,Fashion,T - Shirts,297600,3,0.05,156960,10월
2021,Fashion,Running Shoes,268800,4,0.01,162000,10월
2021,Fashion,Sneakers,74400,1,0.04,74400,10월
2021,Fashion,Sneakers,74400,1,0.05,74400,10월
2021,Fashion,Jeans,261600,4,0.02,144720,10월
2021,Fashion,Formal Shoes,255600,5,0.03,121320,10월
2021,Fashion,Jeans,261600,2,0.05,139440,10월
2021,Fashion,Suits,130800,3,0.01,30840,10월
2021,Fashion,Jeans,261600,5,0.03,126360,10월
2021,Fashion,Fossil Watch,190800,3,0.03,77640,10월
2021,Fashion,Casula Shoes,146400,2,0.02,44520,10월
2021,Fashion,Titak watch,273600,2,0.02,166680,10월
2021,Fashion,Formal Shoes,255600,5,0.04,108480,10월
2021,Fashion,Jeans,261600,3,0.02,149880,10월
2021,Fashion,Fossil Watch,190800,4,0.01,87120,10월
2021,Fashion,Titak watch,273600,1,0.04,166680,10월
2021,Fashion,Running Shoes,268800,1,0.02,167400,10월
2021,Fashion,Casula Shoes,146400,2,0.01,47520,10월
2021,Fashion,T - Shirts,297600,2,0.05,171840,10월
2021,Fashion,Shirts,235200,4,0.04,101520,10월
2021,Fashion,Casula Shoes,146400,3,0.04,32880,10월
2021,Fashion,Casula Shoes,146400,3,0.05,28440,10월
2021,Fashion,Running Shoes,268800,5,0.05,105600,10월
2021,Fashion,Running Shoes,268800,2,0.03,156720,10월
2021,Fashion,Shirts,235200,5,0.05,80400,10월
2021,Fashion,Titak watch,273600,3,0.03,153000,10월
2021,Fashion,Casula Shoes,146400,2,0.03,41640,10월
2021,Fashion,Casula Shoes,146400,5,0.03,28440,10월
2021,Fashion,Running Shoes,268800,3,0.04,140520,10월
2021,Fashion,Sneakers,74400,1,0.03,74400,10월
2021,Fashion,Titak watch,273600,1,0.04,166680,10월
2021,Fashion,Suits,130800,1,0.05,28320,10월
2021,Fashion,Fossil Watch,190800,5,0.01,85320,10월
2021,Fashion,Sneakers,74400,5,0.01,14880,10월
2021,Fashion,T - Shirts,297600,5,0.04,142080,10월
2021,Fashion,Sneakers,74400,5,0.01,14880,10월
2021,Fashion,Formal Shoes,255600,1,0.05,146880,10월
2021,Fashion,T - Shirts,297600,1,0.01,198600,10월
2021,Fashion,Fossil Watch,190800,1,0.05,85320,10월
2021,Fashion,Running Shoes,268800,1,0.04,162000,10월
2021,Fashion,T - Shirts,297600,4,0.04,153960,10월
2021,Fashion,Fossil Watch,190800,5,0.05,47160,10월
2021,Fashion,Sneakers,74400,3,0.01,24840,10월
2021,Fashion,Fossil Watch,190800,2,0.01,90960,10월
2021,Fashion,Shirts,235200,3,0.01,132120,10월
2021,Fashion,Casula Shoes,146400,2,0.01,47520,10월
2021,Home & Furniture,Dinning Tables,142800,1,0.01,45360,10월
2021,Fashion,Sports Wear,102000,3,0.05,33960,10월
2021,Fashion,Sports Wear,102000,2,0.04,51000,10월
2021,Fashion,Sneakers,74400,5,0.03,14880,10월
2021,Fashion,Suits,130800,2,0.01,32160,10월
2021,Fashion,Running Shoes,268800,1,0.01,170160,10월
2021,Fashion,Sports Wear,102000,1,0.04,1920,10월
2021,Fashion,Suits,130800,2,0.02,29520,10월
2021,Fashion,Shirts,235200,1,0.04,129840,10월
2021,Fashion,T - Shirts,297600,3,0.05,156960,10월
2021,Fashion,Sports Wear,102000,1,0.05,960,10월
2021,Fashion,Fossil Watch,190800,3,0.03,77640,10월
2021,Fashion,Running Shoes,268800,4,0.03,140520,10월
2021,Fashion,Casula Shoes,146400,3,0.03,37200,10월
2021,Fashion,Formal Shoes,255600,2,0.05,134040,10월
2021,Fashion,Running Shoes,268800,5,0.05,105600,10월
2021,Fashion,Shirts,235200,5,0.03,103920,10월
2021,Fashion,Titak watch,273600,5,0.01,163920,10월
2021,Fashion,Formal Shoes,255600,3,0.04,128880,10월
2021,Fashion,Shirts,235200,2,0.02,129840,10월
2021,Fashion,T - Shirts,297600,1,0.01,198600,10월
2021,Fashion,Casula Shoes,146400,2,0.05,35760,10월
2021,Fashion,Formal Shoes,255600,3,0.01,151920,10월
