거래년도,품목분류,품목명,거래월,판매금액,수량,할인율,수익금액
2021,Fashion,Casula Shoes,3월,146400,2,0.03,41640
2021,Fashion,Titak watch,3월,273600,2,0.02,166680
2021,Fashion,Fossil Watch,3월,190800,3,0.01,89040
2021,Fashion,Sneakers,3월,74400,4,0.03,18600
2021,Fashion,Fossil Watch,3월,190800,3,0.02,83400
2021,Fashion,Fossil Watch,3월,190800,1,0.01,92880
2021,Fashion,Sneakers,3월,74400,2,0.03,37200
2021,Fashion,Formal Shoes,3월,255600,3,0.05,121320
2021,Fashion,Sports Wear,3월,102000,3,0.04,33960
2021,Fashion,Shirts,3월,235200,2,0.03,125040
2021,Fashion,Titak watch,3월,273600,4,0.05,122880
2021,Fashion,Shirts,3월,235200,2,0.05,115680
2021,Fashion,Fossil Watch,3월,190800,3,0.01,89040
2021,Fashion,Fossil Watch,3월,190800,1,0.02,90960
2021,Fashion,Casula Shoes,3월,146400,2,0.05,35760
2021,Fashion,Running Shoes,3월,268800,1,0.05,159360
2021,Fashion,Sneakers,3월,74400,4,0.05,18600
2021,Fashion,Sports Wear,3월,102000,3,0.01,3000
2021,Fashion,Casula Shoes,3월,146400,3,0.02,41640
2021,Fashion,Running Shoes,3월,268800,1,0.01,170160
2021,Fashion,Jeans,3월,261600,3,0.05,126360
2021,Fashion,Fossil Watch,3월,190800,3,0.02,83400
2021,Fashion,T - Shirts,3월,297600,2,0.03,183720
2021,Fashion,Sneakers,3월,74400,3,0.03,24840
2021,Fashion,Casula Shoes,3월,146400,2,0.01,47520
2021,Fashion,Fossil Watch,3월,190800,5,0.01,85320
2021,Fashion,Shirts,3월,235200,1,0.04,129840
2021,Fashion,Titak watch,3월,273600,2,0.04,155760
2021,Fashion,Fossil Watch,3월,190800,5,0.05,47160
2021,Fashion,Suits,3월,130800,5,0.03,15240
2021,Fashion,Formal Shoes,3월,255600,1,0.01,157080
2021,Fashion,Casula Shoes,3월,146400,1,0.01,48960
2021,Fashion,Suits,3월,130800,4,0.04,13920
2021,Fashion,Fossil Watch,3월,190800,2,0.03,83400
2021,Fashion,T - Shirts,3월,297600,4,0.05,142080
2021,Fashion,Sneakers,3월,74400,4,0.04,18600
2021,Fashion,Fossil Watch,3월,190800,1,0.04,87120
2021,Fashion,Jeans,3월,261600,3,0.01,157800
2021,Fashion,Running Shoes,3월,268800,5,0.02,145920
2021,Fashion,Jeans,3월,261600,2,0.02,155160
2021,Fashion,Titak watch,3월,273600,1,0.02,172080
2021,Fashion,Casula Shoes,3월,146400,2,0.04,38640
2021,Fashion,Running Shoes,3월,268800,2,0.01,167400
2021,Fashion,Jeans,3월,261600,1,0.03,157800
2021,Fashion,Formal Shoes,3월,255600,5,0.04,108480
2021,Fashion,Formal Shoes,3월,255600,4,0.04,118680
2021,Fashion,Sports Wear,3월,102000,2,0.05,51000
2021,Fashion,Casula Shoes,3월,146400,4,0.02,38640
2021,Fashion,Suits,3월,130800,3,0.01,30840
2021,Fashion,Shirts,3월,235200,2,0.05,115680
2021,Fashion,Sports Wear,3월,102000,3,0.01,3000
2021,Fashion,T - Shirts,3월,297600,4,0.04,153960
2021,Fashion,Jeans,3월,261600,3,0.05,126360
2021,Fashion,Fossil Watch,3월,190800,4,0.04,64320
2021,Fashion,Formal Shoes,3월,255600,4,0.02,139200
2021,Fashion,Fossil Watch,3월,190800,2,0.02,87120
2021,Fashion,Formal Shoes,3월,255600,4,0.03,128880
2021,Fashion,T - Shirts,3월,297600,4,0.05,142080
2021,Fashion,Sports Wear,3월,102000,3,0.02,33960
2021,Fashion,Fossil Watch,3월,190800,2,0.05,75720
2021,Fashion,T - Shirts,3월,297600,1,0.01,198600
2021,Fashion,Fossil Watch,3월,190800,4,0.02,79560
2021,Fashion,Titak watch,3월,273600,5,0.03,136560
2021,Fashion,Running Shoes,3월,268800,2,0.03,156720
2021,Fashion,Fossil Watch,3월,190800,2,0.05,75720
2021,Fashion,Jeans,3월,261600,4,0.02,144720
2021,Fashion,Formal Shoes,3월,255600,5,0.03,121320
2021,Fashion,Suits,3월,130800,2,0.02,29520
2021,Fashion,Formal Shoes,3월,255600,1,0.04,149400
2021,Fashion,Fossil Watch,3월,190800,5,0.03,66240
2021,Fashion,Sports Wear,3월,102000,2,0.04,51000
2021,Fashion,Suits,3월,130800,3,0.02,27000
2021,Fashion,Titak watch,3월,273600,1,0.01,174840
2021,Fashion,Running Shoes,3월,268800,1,0.01,170160
2021,Fashion,T - Shirts,3월,297600,3,0.04,165840
2021,Fashion,T - Shirts,3월,297600,2,0.03,183720
2021,Fashion,Casula Shoes,3월,146400,5,0.02,35760
2021,Fashion,Titak watch,3월,273600,2,0.01,172080
2021,Fashion,Suits,3월,130800,2,0.05,21720
2021,Fashion,T - Shirts,3월,297600,5,0.04,142080
2021,Fashion,Titak watch,3월,273600,2,0.02,166680
2021,Fashion,Casula Shoes,3월,146400,3,0.01,45960
2021,Fashion,Formal Shoes,3월,255600,5,0.04,108480
2021,Fashion,Casula Shoes,3월,146400,4,0.04,27000
2021,Fashion,Formal Shoes,3월,255600,2,0.02,149400
2021,Fashion,Running Shoes,3월,268800,3,0.04,140520
2021,Fashion,Titak watch,3월,273600,5,0.01,163920
2021,Fashion,Jeans,3월,261600,4,0.03,134160
2021,Fashion,Running Shoes,3월,268800,1,0.03,164760
2021,Fashion,Sneakers,3월,74400,2,0.01,37200
2021,Fashion,Shirts,3월,235200,1,0.04,129840
2021,Fashion,Shirts,3월,235200,4,0.03,111000
2021,Fashion,Running Shoes,3월,268800,4,0.05,119040
2021,Fashion,Fossil Watch,3월,190800,3,0.01,89040
2021,Fashion,Running Shoes,3월,268800,1,0.04,162000
2021,Fashion,Suits,3월,130800,1,0.01,33480
2021,Fashion,Jeans,3월,261600,3,0.02,149880
2021,Fashion,Sports Wear,3월,102000,2,0.03,51000
2021,Fashion,Titak watch,3월,273600,5,0.05,109200
2021,Fashion,Jeans,3월,261600,4,0.02,144720
2021,Fashion,Formal Shoes,3월,255600,2,0.05,134040
2021,Fashion,T - Shirts,3월,297600,4,0.03,165840
2021,Fashion,Running Shoes,3월,268800,3,0.01,164760
2021,Fashion,Sports Wear,3월,102000,4,0.03,25560
2021,Fashion,Titak watch,3월,273600,3,0.01,169440
2021,Fashion,Titak watch,3월,273600,4,0.05,122880
2021,Fashion,Sports Wear,3월,102000,4,0.02,25560
2021,Fashion,Casula Shoes,3월,146400,1,0.05,43080
2021,Fashion,Sneakers,3월,74400,4,0.04,18600
2021,Fashion,Formal Shoes,3월,255600,4,0.05,108480
2021,Fashion,Shirts,3월,235200,3,0.05,103920
2021,Fashion,Running Shoes,3월,268800,2,0.03,156720
2021,Fashion,Running Shoes,3월,268800,2,0.03,156720
2021,Fashion,Formal Shoes,3월,255600,1,0.02,154440
2021,Fashion,Formal Shoes,3월,255600,3,0.02,144240
2021,Fashion,Running Shoes,3월,268800,2,0.02,162000
2021,Fashion,Shirts,3월,235200,5,0.01,127440
2021,Fashion,Titak watch,3월,273600,1,0.01,174840
2021,Fashion,T - Shirts,3월,297600,4,0.04,153960
2021,Fashion,Running Shoes,3월,268800,2,0.05,145920
2021,Fashion,Running Shoes,3월,268800,1,0.05,159360
2021,Fashion,Suits,3월,130800,3,0.01,30840
2021,Fashion,Shirts,3월,235200,1,0.02,134520
2021,Fashion,Running Shoes,3월,268800,1,0.03,164760
2021,Fashion,Shirts,3월,235200,3,0.05,103920
2021,Fashion,Jeans,3월,261600,3,0.05,126360
2021,Fashion,Suits,3월,130800,2,0.05,21720
2021,Fashion,Fossil Watch,3월,190800,3,0.03,77640
2021,Fashion,T - Shirts,3월,297600,1,0.02,195600
2021,Fashion,Jeans,3월,261600,2,0.01,160320
2021,Fashion,T - Shirts,3월,297600,2,0.01,195600
2021,Fashion,Jeans,3월,261600,3,0.03,142080
2021,Fashion,Sports Wear,3월,102000,4,0.04,25560
2021,Fashion,Fossil Watch,3월,190800,5,0.03,66240
2021,Fashion,Sports Wear,3월,102000,1,0.05,960
2021,Fashion,Sports Wear,3월,102000,3,0.03,33960
2021,Fashion,Sports Wear,3월,102000,3,0.03,33960
2021,Fashion,Jeans,3월,261600,3,0.03,142080
2021,Fashion,Formal Shoes,3월,255600,5,0.02,134040
2021,Fashion,Sneakers,3월,74400,5,0.04,14880
2021,Fashion,Jeans,3월,261600,2,0.05,139440
2021,Fashion,Fossil Watch,3월,190800,5,0.02,75720
2021,Fashion,Formal Shoes,3월,255600,5,0.01,146880
2021,Fashion,Sneakers,3월,74400,1,0.04,74400
2021,Fashion,Suits,3월,130800,3,0.05,15240
2021,Fashion,Formal Shoes,3월,255600,5,0.05,95760
2021,Fashion,Casula Shoes,3월,146400,5,0.05,13800
2021,Fashion,Suits,3월,130800,4,0.05,8640
2021,Fashion,Sneakers,3월,74400,3,0.04,24840
2021,Fashion,Sports Wear,3월,102000,1,0.01,5040
2021,Fashion,Jeans,3월,261600,5,0.02,139440
2021,Fashion,Suits,3월,130800,3,0.03,23040
2021,Fashion,Casula Shoes,3월,146400,3,0.01,45960
2021,Fashion,Jeans,3월,261600,1,0.03,157800
2021,Fashion,Formal Shoes,3월,255600,3,0.01,151920
2021,Fashion,Fossil Watch,3월,190800,3,0.02,83400
2021,Fashion,Running Shoes,3월,268800,1,0.02,167400
2021,Fashion,Jeans,3월,261600,4,0.02,144720
2021,Fashion,Jeans,3월,261600,2,0.03,149880
2021,Fashion,Jeans,3월,261600,3,0.01,157800
2021,Fashion,Sneakers,3월,74400,3,0.04,24840
2021,Fashion,Shirts,3월,235200,3,0.05,103920
2021,Fashion,Casula Shoes,3월,146400,5,0.05,13800
2021,Fashion,Jeans,3월,261600,1,0.05,152520
2021,Fashion,Suits,3월,130800,2,0.01,32160
2021,Fashion,Sports Wear,3월,102000,5,0.01,960
2021,Fashion,Running Shoes,3월,268800,3,0.02,156720
2021,Fashion,Sneakers,3월,74400,3,0.05,24840
2021,Fashion,Formal Shoes,3월,255600,1,0.04,149400
2021,Fashion,Running Shoes,3월,268800,3,0.03,148560
2021,Fashion,Running Shoes,3월,268800,1,0.02,167400
2021,Fashion,Fossil Watch,3월,190800,2,0.01,90960
2021,Fashion,Jeans,3월,261600,3,0.02,149880
2021,Fashion,Titak watch,3월,273600,5,0.02,150240
2021,Fashion,Running Shoes,3월,268800,1,0.01,170160
2021,Fashion,Fossil Watch,3월,190800,1,0.05,85320
2021,Fashion,T - Shirts,3월,297600,3,0.03,174840
2021,Fashion,Fossil Watch,3월,190800,1,0.02,90960
2021,Fashion,Shirts,3월,235200,4,0.05,92160
2021,Fashion,T - Shirts,3월,297600,5,0.04,142080
2021,Fashion,Jeans,3월,261600,3,0.05,126360
2021,Fashion,Shirts,3월,235200,1,0.03,132120
2021,Fashion,Formal Shoes,3월,255600,4,0.03,128880
2021,Fashion,T - Shirts,3월,297600,3,0.04,165840
2021,Fashion,Jeans,3월,261600,5,0.01,152520
2021,Fashion,Formal Shoes,3월,255600,4,0.05,108480
2021,Fashion,Titak watch,3월,273600,3,0.04,144720
2021,Fashion,Titak watch,3월,273600,2,0.02,166680
2021,Fashion,Jeans,3월,261600,2,0.04,144720
2021,Fashion,Fossil Watch,3월,190800,5,0.02,75720
2021,Fashion,Suits,3월,130800,2,0.01,32160
2021,Fashion,Sports Wear,3월,102000,5,0.03,20400
2021,Fashion,Jeans,3월,261600,1,0.02,160320
2021,Fashion,Jeans,3월,261600,4,0.01,155160
2021,Fashion,Jeans,3월,261600,3,0.04,134160
2021,Fashion,Running Shoes,3월,268800,4,0.05,119040
2021,Fashion,Sports Wear,3월,102000,2,0.02,1920
2021,Fashion,Running Shoes,3월,268800,5,0.01,159360
2021,Fashion,T - Shirts,3월,297600,5,0.03,156960
2021,Fashion,Running Shoes,3월,268800,3,0.01,164760
2021,Fashion,Shirts,3월,235200,3,0.02,125040
2021,Fashion,Sneakers,3월,74400,5,0.02,14880
2021,Fashion,Titak watch,3월,273600,5,0.04,122880
2021,Fashion,Formal Shoes,3월,255600,4,0.01,149400
2021,Fashion,T - Shirts,3월,297600,5,0.03,156960
2021,Fashion,Titak watch,3월,273600,2,0.03,161160
2021,Fashion,Fossil Watch,3월,190800,1,0.03,89040
2021,Fashion,Titak watch,3월,273600,3,0.05,136560
2021,Fashion,Sports Wear,3월,102000,1,0.01,5040
2021,Fashion,Jeans,3월,261600,3,0.03,142080
2021,Fashion,Sneakers,3월,74400,3,0.01,24840
2021,Fashion,Casula Shoes,3월,146400,4,0.05,21120
2021,Fashion,Formal Shoes,3월,255600,2,0.05,134040
2021,Fashion,Suits,3월,130800,3,0.04,19080
2021,Fashion,Formal Shoes,3월,255600,4,0.05,108480
2021,Fashion,Fossil Watch,3월,190800,3,0.04,71880
2021,Fashion,Sneakers,3월,74400,3,0.03,24840
2021,Fashion,Titak watch,3월,273600,5,0.03,136560
2021,Fashion,Titak watch,3월,273600,3,0.05,136560
2021,Fashion,Formal Shoes,3월,255600,1,0.01,157080
2021,Fashion,Suits,3월,130800,4,0.03,19080
2021,Fashion,Titak watch,3월,273600,4,0.02,155760
2021,Fashion,Running Shoes,3월,268800,4,0.02,151320
2021,Fashion,Shirts,3월,235200,1,0.03,132120
2021,Fashion,Shirts,3월,235200,2,0.03,125040
2021,Fashion,Running Shoes,3월,268800,5,0.04,119040
2021,Fashion,Shirts,3월,235200,5,0.01,127440
2021,Fashion,Casula Shoes,3월,146400,3,0.04,32880
2021,Fashion,Suits,3월,130800,2,0.04,24360
2021,Fashion,Suits,3월,130800,1,0.03,30840
2021,Fashion,Suits,3월,130800,5,0.01,28320
2021,Fashion,Suits,3월,130800,2,0.02,29520
2021,Fashion,T - Shirts,3월,297600,3,0.02,183720
2021,Fashion,Titak watch,3월,273600,1,0.02,172080
2021,Fashion,Sneakers,3월,74400,3,0.01,24840
2021,Fashion,Shirts,3월,235200,4,0.05,92160
2021,Fashion,Jeans,3월,261600,2,0.05,139440
2021,Fashion,Titak watch,3월,273600,5,0.02,150240
2021,Fashion,Sneakers,3월,74400,4,0.02,18600
2021,Fashion,Shirts,3월,235200,2,0.05,115680
2021,Fashion,Titak watch,3월,273600,5,0.02,150240
2021,Fashion,Titak watch,3월,273600,1,0.02,172080
2021,Fashion,Shirts,3월,235200,2,0.04,120360
2021,Fashion,Sneakers,3월,74400,5,0.04,14880
2021,Fashion,Shirts,3월,235200,3,0.03,118080
2021,Fashion,Sneakers,3월,74400,3,0.01,24840
2021,Fashion,Titak watch,3월,273600,4,0.05,122880
2021,Fashion,Running Shoes,3월,268800,3,0.04,140520
2021,Fashion,Running Shoes,3월,268800,2,0.02,162000
2021,Fashion,Titak watch,3월,273600,5,0.05,109200
2021,Fashion,Shirts,3월,235200,1,0.01,136800
2021,Fashion,Running Shoes,3월,268800,1,0.05,159360
2021,Fashion,Jeans,3월,261600,2,0.05,139440
2021,Fashion,Titak watch,3월,273600,2,0.01,172080
2021,Fashion,T - Shirts,3월,297600,2,0.05,171840
2021,Fashion,Titak watch,3월,273600,5,0.04,122880
2021,Fashion,Running Shoes,3월,268800,4,0.02,151320
2021,Fashion,Jeans,3월,261600,3,0.03,142080
2021,Fashion,Shirts,3월,235200,4,0.01,129840
2021,Fashion,Sneakers,3월,74400,4,0.05,18600
2021,Fashion,Suits,3월,130800,4,0.02,24360
2021,Fashion,Jeans,3월,261600,2,0.01,160320
2021,Fashion,Jeans,3월,261600,1,0.04,155160
2021,Fashion,Casula Shoes,3월,146400,3,0.02,41640
2021,Fashion,Jeans,3월,261600,3,0.05,126360
2021,Fashion,Fossil Watch,3월,190800,1,0.05,85320
2021,Fashion,Shirts,3월,235200,1,0.02,134520
2021,Fashion,Running Shoes,3월,268800,4,0.01,162000
2021,Fashion,Sneakers,3월,74400,2,0.05,37200
2021,Fashion,T - Shirts,3월,297600,1,0.02,195600
2021,Fashion,T - Shirts,3월,297600,3,0.02,183720
2021,Fashion,Jeans,3월,261600,5,0.04,113280
2021,Fashion,Casula Shoes,3월,146400,2,0.05,35760
2021,Fashion,Shirts,3월,235200,4,0.04,101520
2021,Fashion,Suits,3월,130800,2,0.02,29520
2021,Fashion,Jeans,3월,261600,1,0.03,157800
2021,Fashion,Suits,3월,130800,2,0.05,21720
2021,Fashion,T - Shirts,3월,297600,2,0.02,189720
2021,Fashion,Formal Shoes,3월,255600,4,0.04,118680
2021,Fashion,Fossil Watch,3월,190800,4,0.01,87120
2021,Fashion,Casula Shoes,3월,146400,1,0.03,45960
2021,Fashion,Jeans,3월,261600,2,0.01,160320
2021,Fashion,Formal Shoes,3월,255600,2,0.02,149400
2021,Fashion,Fossil Watch,3월,190800,2,0.01,90960
2021,Fashion,Casula Shoes,3월,146400,4,0.05,21120
2021,Fashion,Formal Shoes,3월,255600,2,0.04,139200
2021,Fashion,Shirts,3월,235200,5,0.05,80400
2021,Fashion,Formal Shoes,3월,255600,5,0.03,121320
2021,Fashion,Running Shoes,3월,268800,1,0.04,162000
2021,Fashion,Jeans,3월,261600,4,0.01,155160
2021,Fashion,Jeans,3월,261600,3,0.04,134160
2021,Fashion,T - Shirts,3월,297600,3,0.01,192720
2021,Fashion,Suits,3월,130800,2,0.02,29520
2021,Electronic,Samsung Mobile,3월,264000,4,0.05,115200
2021,Electronic,LED,3월,230400,4,0.02,115920
2021,Fashion,Fossil Watch,3월,190800,2,0.05,75720
2021,Electronic,Keyboard,3월,39600,4,0.05,9960
2021,Electronic,Watch,3월,124800,5,0.04,3840
2021,Fashion,Suits,3월,130800,1,0.03,30840
2021,Electronic,Watch,3월,124800,2,0.04,18840
2021,Electronic,Mouse,3월,133200,1,0.04,31920
2021,Fashion,Casula Shoes,3월,146400,5,0.05,13800
2021,Fashion,Fossil Watch,3월,190800,3,0.04,71880
2021,Electronic,Mouse,3월,133200,3,0.03,25200
2021,Electronic,Mixer/Juicer,3월,99600,3,0.02,33240
2021,Fashion,Titak watch,3월,273600,5,0.02,150240
2021,Fashion,T - Shirts,3월,297600,4,0.04,153960
2021,Fashion,Fossil Watch,3월,190800,4,0.03,71880
2021,Electronic,Keyboard,3월,39600,1,0.04,39600
2021,Electronic,Fans,3월,178800,4,0.04,54240
2021,Electronic,Fans,3월,178800,4,0.02,68520
2021,Fashion,Fossil Watch,3월,190800,4,0.02,79560
2021,Fashion,Jeans,3월,261600,3,0.01,157800
2021,Fashion,Jeans,3월,261600,4,0.05,113280
2021,Fashion,Sneakers,3월,74400,5,0.04,14880
2021,Fashion,T - Shirts,3월,297600,2,0.02,189720
2021,Fashion,Shirts,3월,235200,1,0.01,136800
2021,Fashion,Titak watch,3월,273600,5,0.02,150240
2021,Electronic,Mouse,3월,133200,3,0.05,17280
2021,Fashion,Suits,3월,130800,4,0.03,19080
2021,Electronic,LCD,3월,78000,3,0.02,26040
2021,Electronic,Tablet,3월,238800,4,0.03,114120
2021,Electronic,Mouse,3월,133200,4,0.04,15840
2021,Fashion,Shirts,3월,235200,2,0.01,134520
2021,Auto & Accessories,Tyre,3월,300000,1,0.03,195000
2021,Fashion,Formal Shoes,3월,255600,2,0.01,154440
2021,Auto & Accessories,Car Seat Covers,3월,136800,1,0.04,35280
2021,Fashion,Suits,3월,130800,1,0.03,30840
2021,Fashion,Sports Wear,3월,102000,4,0.03,25560
2021,Auto & Accessories,Tyre,3월,300000,5,0.04,144000
2021,Auto & Accessories,Car Speakers,3월,253200,5,0.03,119280
2021,Fashion,Formal Shoes,3월,255600,1,0.05,146880
2021,Fashion,T - Shirts,3월,297600,3,0.01,192720
2021,Fashion,Sports Wear,3월,102000,3,0.05,33960
2021,Fashion,Formal Shoes,3월,255600,4,0.01,149400
2021,Auto & Accessories,Car Seat Covers,3월,136800,4,0.03,24360
2021,Fashion,Formal Shoes,3월,255600,2,0.05,134040
2021,Auto & Accessories,Car Mat,3월,64800,4,0.04,16200
2021,Electronic,Mouse,3월,133200,5,0.05,3960
2021,Electronic,Samsung Mobile,3월,264000,3,0.01,160080
2021,Auto & Accessories,Tyre,3월,300000,2,0.03,186000
2021,Fashion,Formal Shoes,3월,255600,1,0.02,154440
2021,Fashion,Sports Wear,3월,102000,4,0.05,25560
2021,Fashion,Fossil Watch,3월,190800,2,0.01,90960
2021,Fashion,Shirts,3월,235200,2,0.03,125040
2021,Electronic,LCD,3월,78000,3,0.05,26040
2021,Fashion,Suits,3월,130800,4,0.02,24360
2021,Fashion,Running Shoes,3월,268800,3,0.04,140520
2021,Auto & Accessories,Car Body Covers,3월,140400,5,0.05,9360
2021,Fashion,Jeans,3월,261600,2,0.02,155160
2021,Fashion,Suits,3월,130800,5,0.02,21720
2021,Fashion,Casula Shoes,3월,146400,5,0.02,35760
2021,Fashion,Casula Shoes,3월,146400,5,0.04,21120
2021,Fashion,Sports Wear,3월,102000,4,0.03,25560
2021,Auto & Accessories,Car Body Covers,3월,140400,4,0.01,38760
2021,Electronic,Apple Laptop,3월,300000,3,0.01,195000
2021,Electronic,Keyboard,3월,39600,2,0.01,19800
2021,Electronic,Mouse,3월,133200,2,0.03,29160
2021,Fashion,Shirts,3월,235200,3,0.03,118080
2021,Fashion,Shirts,3월,235200,5,0.05,80400
2021,Fashion,Sneakers,3월,74400,2,0.03,37200
2021,Electronic,Speakers,3월,156000,2,0.03,50640
2021,Electronic,Fans,3월,178800,5,0.05,38160
2021,Electronic,Samsung Mobile,3월,264000,3,0.05,128400
2021,Electronic,Speakers,3월,156000,2,0.02,53760
2021,Fashion,Running Shoes,3월,268800,2,0.04,151320
2021,Fashion,Sneakers,3월,74400,2,0.01,37200
2021,Fashion,Formal Shoes,3월,255600,2,0.01,154440
2021,Electronic,Mouse,3월,133200,4,0.02,26520
2021,Fashion,Titak watch,3월,273600,1,0.01,174840
2021,Electronic,Watch,3월,124800,5,0.03,10080
2021,Fashion,Suits,3월,130800,1,0.02,32160
2021,Fashion,Formal Shoes,3월,255600,5,0.03,121320
2021,Fashion,Running Shoes,3월,268800,5,0.04,119040
2021,Electronic,Watch,3월,124800,5,0.03,10080
2021,Fashion,Sneakers,3월,74400,1,0.04,74400
2021,Electronic,Speakers,3월,156000,4,0.05,28800
2021,Electronic,LED,3월,230400,2,0.04,115920
2021,Fashion,Formal Shoes,3월,255600,2,0.05,134040
2021,Electronic,Samsung Mobile,3월,264000,1,0.01,165360
2021,Fashion,Fossil Watch,3월,190800,5,0.01,85320
2021,Electronic,Fans,3월,178800,5,0.04,47040
2021,Electronic,Fans,3월,178800,5,0.02,64920
2021,Auto & Accessories,Car Speakers,3월,253200,3,0.01,149640
2021,Electronic,LCD,3월,78000,5,0.03,15600
2021,Fashion,Running Shoes,3월,268800,3,0.02,156720
2021,Fashion,Fossil Watch,3월,190800,3,0.01,89040
2021,Fashion,Running Shoes,3월,268800,3,0.04,140520
2021,Fashion,Casula Shoes,3월,146400,4,0.05,21120
2021,Fashion,Suits,3월,130800,5,0.03,15240
2021,Fashion,T - Shirts,3월,297600,5,0.05,127200
2021,Fashion,Formal Shoes,3월,255600,2,0.04,139200
2021,Electronic,Iron,3월,266400,3,0.03,146400
2021,Electronic,Iron,3월,266400,3,0.04,138480
2021,Fashion,T - Shirts,3월,297600,1,0.04,189720
2021,Electronic,Watch,3월,124800,5,0.01,22560
2021,Electronic,Speakers,3월,156000,4,0.03,41280
2021,Electronic,Apple Laptop,3월,300000,1,0.01,201000
2021,Electronic,Tablet,3월,238800,5,0.02,118920
2021,Electronic,Mouse,3월,133200,3,0.01,33240
2021,Fashion,T - Shirts,3월,297600,3,0.03,174840
2021,Electronic,Speakers,3월,156000,1,0.04,53760
2021,Electronic,Mixer/Juicer,3월,99600,5,0.03,19920
2021,Fashion,Titak watch,3월,273600,5,0.02,150240
2021,Electronic,LCD,3월,78000,3,0.04,26040
2021,Fashion,Formal Shoes,3월,255600,2,0.05,134040
2021,Electronic,Watch,3월,124800,2,0.03,21360
2021,Fashion,Running Shoes,3월,268800,4,0.04,129840
2021,Fashion,Casula Shoes,3월,146400,1,0.04,44520
2021,Fashion,Fossil Watch,3월,190800,4,0.01,87120
2021,Electronic,Fans,3월,178800,3,0.04,61320
2021,Fashion,Fossil Watch,3월,190800,5,0.01,85320
2021,Electronic,Watch,3월,124800,2,0.03,21360
2021,Fashion,Sneakers,3월,74400,5,0.02,14880
2021,Fashion,Titak watch,3월,273600,5,0.04,122880
2021,Electronic,Speakers,3월,156000,1,0.02,56880
2021,Electronic,Tablet,3월,238800,3,0.04,114120
2021,Electronic,Keyboard,3월,39600,2,0.01,19800
2021,Fashion,Formal Shoes,3월,255600,3,0.03,136560
2021,Fashion,Sneakers,3월,74400,2,0.05,37200
2021,Fashion,Sneakers,3월,74400,2,0.01,37200
2021,Auto & Accessories,Car Media Players,3월,168000,4,0.01,65280
2021,Fashion,Jeans,3월,261600,2,0.05,139440
2021,Fashion,Fossil Watch,3월,190800,4,0.04,64320
2021,Fashion,Jeans,3월,261600,3,0.03,142080
2021,Fashion,Jeans,3월,261600,1,0.02,160320
2021,Auto & Accessories,Car Body Covers,3월,140400,3,0.01,40200
2021,Fashion,Formal Shoes,3월,255600,2,0.05,134040
2021,Auto & Accessories,Car Pillow & Neck Rest,3월,277200,5,0.02,153480
2021,Auto & Accessories,Bike Tyres,3월,86400,3,0.04,28800
2021,Auto & Accessories,Car Speakers,3월,253200,5,0.01,144600
2021,Auto & Accessories,Car Pillow & Neck Rest,3월,277200,1,0.03,172920
2021,Fashion,Sports Wear,3월,102000,3,0.05,33960
2021,Auto & Accessories,Car Pillow & Neck Rest,3월,277200,5,0.01,167400
2021,Auto & Accessories,Car Media Players,3월,168000,3,0.04,51840
2021,Auto & Accessories,Car Media Players,3월,168000,1,0.02,68640
2021,Fashion,Sneakers,3월,74400,2,0.03,37200
2021,Auto & Accessories,Tyre,3월,300000,5,0.01,189000
2021,Auto & Accessories,Car & Bike Care,3월,141600,2,0.02,39960
2021,Auto & Accessories,Car Mat,3월,64800,5,0.05,12960
2021,Auto & Accessories,Car Pillow & Neck Rest,3월,277200,2,0.05,153480
2021,Auto & Accessories,Tyre,3월,300000,2,0.01,198000
2021,Auto & Accessories,Car Mat,3월,64800,2,0.03,32400
2021,Fashion,Titak watch,3월,273600,5,0.02,150240
2021,Auto & Accessories,Car Seat Covers,3월,136800,1,0.01,39480
2021,Auto & Accessories,Tyre,3월,300000,3,0.05,159000
2021,Fashion,Jeans,3월,261600,3,0.01,157800
2021,Fashion,Running Shoes,3월,268800,4,0.02,151320
2021,Auto & Accessories,Car Media Players,3월,168000,1,0.05,63600
2021,Fashion,Sneakers,3월,74400,1,0.05,74400
2021,Auto & Accessories,Bike Tyres,3월,86400,2,0.04,43200
2021,Auto & Accessories,Bike Tyres,3월,86400,4,0.02,21600
2021,Auto & Accessories,Car Speakers,3월,253200,2,0.03,141960
2021,Auto & Accessories,Car Mat,3월,64800,4,0.03,16200
2021,Auto & Accessories,Car Media Players,3월,168000,4,0.03,51840
2021,Auto & Accessories,Bike Tyres,3월,86400,3,0.03,28800
2021,Auto & Accessories,Car Media Players,3월,168000,3,0.01,66960
2021,Fashion,Titak watch,3월,273600,4,0.03,144720
2021,Fashion,Sneakers,3월,74400,3,0.01,24840
2021,Auto & Accessories,Car Speakers,3월,253200,2,0.03,141960
2021,Auto & Accessories,Car Speakers,3월,253200,5,0.04,106560
2021,Fashion,Sneakers,3월,74400,1,0.03,74400
2021,Fashion,Formal Shoes,3월,255600,2,0.03,144240
2021,Auto & Accessories,Car Mat,3월,64800,4,0.01,16200
2021,Auto & Accessories,Bike Tyres,3월,86400,3,0.05,28800
2021,Fashion,Casula Shoes,3월,146400,2,0.04,38640
2021,Auto & Accessories,Car & Bike Care,3월,141600,5,0.02,31440
2021,Auto & Accessories,Bike Tyres,3월,86400,1,0.01,86400
